Date,Open,High,Low,Close,Volume,AdjustedClose,Dividend,SplitCoefficient,DailyReturnPercent
2020-11-15,168.39,170.02,166.78,168.63,36720759,167.15,0.0,1.0,0.83
2020-11-16,169.45,170.03,168.92,169.87,46587005,172.01,0.0,1.0,0.74
2020-11-17,169.52,169.64,168.97,169.41,48071937,171.89,0.0,1.0,-0.27
2020-11-18,170.72,172.24,169.37,170.77,39750371,171.67,0.0,1.0,0.8
2020-11-19,169.07,170.66,167.53,168.79,19671409,170.1,0.0,1.0,-1.16
2020-11-20,168.74,169.9,167.0,169.46,7250630,171.03,0.0,1.0,0.4
2020-11-21,168.89,169.02,167.82,168.08,29832860,170.26,0.0,1.0,-0.81
2020-11-22,167.21,168.3,166.95,168.1,24067975,170.75,0.0,1.0,0.01
2020-11-23,168.6,170.27,168.57,170.15,11602094,169.75,1.92,1.0,1.22
2020-11-24,170.9,171.16,169.6,169.85,19389134,167.09,0.0,1.0,-0.18
2020-11-25,170.51,171.81,170.41,171.29,49720254,172.66,0.0,1.0,0.85
2020-11-26,172.1,172.1,171.15,171.28,16179411,171.41,0.0,3.0,-0.01
2020-11-27,172.55,174.53,171.71,172.08,5753207,170.21,0.0,1.0,0.47
2020-11-28,170.49,171.23,169.89,170.4,9935292,171.36,0.0,1.0,-0.98
2020-11-29,170.65,171.87,170.32,170.86,15297909,171.74,0.0,1.0,0.27
2020-11-30,171.61,173.33,171.44,171.63,9264941,172.24,0.0,1.0,0.45
2020-12-01,170.89,171.17,170.34,170.41,38137819,171.1,0.0,1.0,-0.71
2020-12-02,172.18,172.23,170.49,172.01,14787228,172.13,0.0,1.0,0.94
2020-12-03,171.19,171.3,169.39,171.21,34211352,170.43,0.0,1.0,-0.47
2020-12-04,169.49,171.27,169.47,170.12,22238120,167.62,0.0,1.0,-0.64
2020-12-05,169.58,170.95,168.05,170.82,5898399,167.52,0.0,1.0,0.41
2020-12-06,168.98,169.1,167.4,168.26,43182665,169.69,0.0,1.0,-1.5
2020-12-07,167.87,169.15,166.79,167.15,6610104,165.88,0.0,1.0,-0.66
2020-12-08,168.38,169.45,167.6,168.77,44609992,169.99,0.0,1.0,0.97
2020-12-09,169.69,171.38,169.57,169.73,30157700,167.12,0.0,1.0,0.57
2020-12-10,170.39,171.71,170.04,170.06,10208127,171.43,0.0,1.0,0.19
2020-12-11,170.15,171.72,168.71,169.21,9518168,170.9,0.0,1.0,-0.5
2020-12-12,167.68,169.48,167.01,168.07,36155261,165.14,0.0,1.0,-0.67
2020-12-13,166.38,167.29,165.66,166.47,39043084,164.25,0.0,1.0,-0.95
2020-12-14,168.05,169.4,167.82,168.99,1172369,165.91,0.0,1.0,1.51
2020-12-15,168.88,169.65,168.58,169.58,3373209,169.94,0.0,1.0,0.35
2020-12-16,169.26,169.9,168.43,169.49,19203813,171.7,0.0,1.0,-0.05
2020-12-17,170.18,170.29,169.73,170.02,4082215,173.11,0.0,1.0,0.31
2020-12-18,169.15,170.84,168.5,169.79,1534802,168.9,0.0,1.0,-0.14
2020-12-19,170.75,171.24,170.01,171.21,14114576,172.8,0.0,1.0,0.84
2020-12-20,169.81,171.67,169.76,170.79,43677334,173.11,0.0,1.0,-0.25
2020-12-21,168.8,170.11,167.1,169.29,7975900,167.29,0.0,1.0,-0.88
2020-12-22,171.13,173.08,170.85,171.47,3946096,174.36,0.0,1.0,1.29
2020-12-23,172.27,173.01,170.32,170.55,7414064,170.59,0.0,1.0,-0.54
2020-12-24,170.92,171.04,169.6,169.79,20574046,168.17,0.0,1.0,-0.45
2020-12-25,170.59,172.06,169.95,170.52,6012188,173.55,0.0,1.0,0.43
2020-12-26,168.96,169.17,168.06,168.41,9102505,168.65,0.0,1.0,-1.24
2020-12-27,167.64,168.17,167.4,167.52,47040361,166.21,0.0,1.0,-0.53
2020-12-28,166.38,168.09,166.08,167.51,24873492,166.81,0.0,1.0,-0.01
2020-12-29,168.79,169.14,166.89,168.81,38309425,170.49,0.0,1.0,0.78
2020-12-30,170.03,170.31,170.01,170.26,15917504,167.75,0.0,1.0,0.86
2020-12-31,170.78,172.07,169.62,170.25,6032304,166.99,0.0,1.0,-0.01
2021-01-01,170.02,170.28,168.21,169.93,23249936,167.36,0.0,1.0,-0.19
2021-01-02,171.63,172.5,170.18,171.33,26684537,172.59,0.0,1.0,0.82
2021-01-03,170.08,170.64,168.31,168.39,42552234,169.18,0.0,1.0,-1.72
2021-01-04,169.92,170.88,169.74,170.18,29134372,168.13,0.0,1.0,1.06
2021-01-05,170.7,172.3,169.11,172.27,48873495,171.3,0.0,1.0,1.23
2021-01-06,173.92,174.92,173.14,173.46,22399511,174.13,1.64,1.0,0.69
2021-01-07,174.69,175.63,173.98,174.94,16620401,178.26,0.0,1.0,0.85
2021-01-08,174.01,175.64,172.18,172.37,15724462,172.89,0.0,1.0,-1.47
2021-01-09,174.11,176.09,173.76,174.31,22340911,176.45,0.0,1.0,1.13
2021-01-10,172.42,173.82,170.52,172.38,38789597,175.47,0.0,1.0,-1.11
2021-01-11,174.26,175.34,173.91,173.96,4769369,172.1,0.0,1.0,0.92
2021-01-12,171.96,173.8,171.56,171.85,49112870,169.63,0.0,1.0,-1.21
2021-01-13,170.09,170.39,168.68,168.92,8443754,171.26,0.0,1.0,-1.7
2021-01-14,168.41,170.29,167.62,167.89,21251116,166.7,0.0,1.0,-0.61
2021-01-15,167.64,168.92,166.67,167.38,48458242,170.52,0.0,1.0,-0.3
2021-01-16,168.53,168.98,167.35,167.64,21590558,169.21,0.0,1.0,0.16
2021-01-17,165.65,167.05,164.5,166.67,39083123,163.55,0.0,1.0,-0.58
2021-01-18,168.54,168.98,167.41,168.88,10438416,167.74,0.0,1.0,1.33
2021-01-19,168.16,169.43,166.23,168.86,45964587,169.8,0.0,1.0,-0.01
2021-01-20,167.92,168.42,167.78,167.94,8250079,169.42,0.0,1.0,-0.54
2021-01-21,167.62,167.95,166.79,167.81,24570724,168.12,0.0,1.0,-0.08
2021-01-22,169.27,170.57,167.9,168.33,5946553,170.34,0.0,1.0,0.31
2021-01-23,167.37,167.58,166.69,167.48,11798117,169.03,0.0,1.0,-0.5
2021-01-24,165.85,167.04,164.62,165.79,3079918,165.33,0.0,1.0,-1.01
2021-01-25,165.53,165.64,164.87,165.62,28466306,166.93,0.0,1.0,-0.1
2021-01-26,164.68,165.24,164.2,164.25,39370822,164.58,0.0,1.0,-0.83
2021-01-27,162.27,162.45,160.62,161.76,33234293,159.82,0.42,1.0,-1.52
2021-01-28,160.09,161.78,159.47,160.39,33822731,162.92,0.0,1.0,-0.85
2021-01-29,159.94,160.68,159.18,159.46,3994191,157.95,0.0,1.0,-0.58
2021-01-30,158.53,158.65,157.03,158.11,6751720,159.17,0.0,1.0,-0.85
2021-01-31,159.14,159.6,159.02,159.24,36069902,158.72,0.0,1.0,0.71
2021-02-01,159.14,160.9,158.19,158.4,48936244,155.45,0.0,1.0,-0.53
2021-02-02,158.69,160.66,158.4,160.55,31134546,158.45,0.0,1.0,1.36
2021-02-03,161.78,162.03,160.93,162.02,30218746,160.09,0.0,1.0,0.92
2021-02-04,162.4,163.04,160.95,162.64,6840312,161.91,0.0,1.0,0.38
2021-02-05,161.74,162.66,159.99,162.09,42812709,162.66,0.0,1.0,-0.34
2021-02-06,160.69,161.82,159.52,161.74,7724576,164.49,0.0,1.0,-0.22
2021-02-07,160.88,161.95,160.19,160.91,26705612,161.91,0.0,1.0,-0.51
2021-02-08,159.6,160.41,158.36,159.76,27958966,156.81,0.0,1.0,-0.71
2021-02-09,158.71,160.2,156.87,159.86,2357806,158.82,0.0,1.0,0.06
2021-02-10,161.23,162.95,159.86,162.87,16297963,160.49,0.0,1.0,1.88
2021-02-11,164.17,164.71,163.34,164.22,13612150,163.84,0.0,1.0,0.83
2021-02-12,164.16,165.19,163.41,163.51,11668460,160.67,0.0,1.0,-0.43
2021-02-13,164.63,165.68,163.49,163.87,14470545,166.08,0.0,1.0,0.22
2021-02-14,165.54,166.95,164.99,166.6,34898457,165.91,0.0,1.0,1.67
2021-02-15,165.57,166.55,164.68,166.48,32848678,167.06,0.0,1.0,-0.07
2021-02-16,168.06,169.56,166.68,167.5,26941983,164.48,0.0,1.0,0.61
2021-02-17,166.36,166.8,165.91,166.09,44727285,165.49,1.58,1.0,-0.84
2021-02-18,164.13,165.95,162.84,164.71,1567991,162.89,0.0,1.0,-0.83
2021-02-19,165.56,166.98,165.01,166.77,24401478,166.5,0.0,1.0,1.25
2021-02-20,166.85,168.1,165.68,165.7,45449921,168.79,0.0,1.0,-0.64
2021-02-21,166.08,166.65,164.71,165.64,23567613,168.88,0.0,1.0,-0.04
2021-02-22,164.68,166.1,162.9,163.86,11061584,163.97,0.0,1.0,-1.07
2021-02-23,165.29,166.91,164.48,165.26,10390510,166.72,0.0,1.0,0.85
2021-02-24,164.3,165.14,163.52,163.58,48517703,166.82,0.0,1.0,-1.02
2021-02-25,164.43,165.8,163.15,164.41,46088330,163.48,0.0,1.0,0.51
2021-02-26,165.04,166.16,164.45,165.26,18357831,166.75,0.0,1.0,0.52
2021-02-27,167.05,168.85,165.74,166.43,15987283,168.06,0.0,1.0,0.71
2021-02-28,165.76,166.28,165.17,166.11,32577174,163.14,0.0,1.0,-0.19
2021-03-01,166.59,167.53,166.2,166.36,46680853,165.57,0.0,1.0,0.15
2021-03-02,167.78,168.05,167.38,167.65,39212027,170.28,0.0,1.0,0.78
2021-03-03,169.1,169.46,168.94,169.11,12866475,167.85,0.0,1.0,0.87
2021-03-04,167.95,169.5,166.8,167.23,6908354,164.75,0.0,1.0,-1.11
2021-03-05,166.95,167.9,166.94,167.45,26038411,170.46,0.0,1.0,0.13
2021-03-06,167.57,167.61,167.56,167.6,16184434,168.9,0.0,1.0,0.09
2021-03-07,167.13,168.31,166.8,168.04,21012014,171.05,0.0,1.0,0.26
2021-03-08,168.14,169.01,166.77,167.07,33895334,166.13,0.0,1.0,-0.58
2021-03-09,168.74,169.55,168.28,169.2,9805070,167.25,1.06,1.0,1.27
2021-03-10,170.04,171.62,169.29,170.78,36885353,171.62,0.0,1.0,0.93
2021-03-11,169.21,170.88,169.11,169.31,30817427,168.5,0.0,1.0,-0.86
2021-03-12,167.92,169.31,166.66,167.46,45403558,164.79,0.0,1.0,-1.09
2021-03-13,168.26,169.1,166.46,167.81,42453008,165.24,0.0,1.0,0.21
2021-03-14,166.6,167.0,166.07,166.56,14534058,165.61,0.0,1.0,-0.74
2021-03-15,166.75,168.57,165.37,166.91,16737382,163.59,0.0,1.0,0.21
2021-03-16,168.25,169.59,167.95,168.1,35339964,165.24,0.0,1.0,0.71
2021-03-17,168.68,169.59,166.73,167.49,4360825,164.81,0.0,1.0,-0.36
2021-03-18,166.65,168.25,166.02,167.67,7375239,170.03,0.0,2.0,0.11
2021-03-19,168.32,168.66,167.6,168.06,42728763,166.5,0.0,1.0,0.23
2021-03-20,167.43,167.66,166.63,167.1,26884928,168.37,0.0,1.0,-0.57
2021-03-21,168.64,168.97,168.37,168.81,11696844,166.13,0.0,1.0,1.02
2021-03-22,169.09,169.97,167.87,169.51,42027569,166.32,0.0,1.0,0.41
2021-03-23,171.4,171.66,169.56,169.8,28600819,169.4,0.0,1.0,0.17
2021-03-24,167.85,169.59,166.8,168.87,49571620,169.31,0.0,1.0,-0.55
2021-03-25,168.22,169.27,166.82,167.05,45406825,168.56,0.0,1.0,-1.08
2021-03-26,167.62,167.92,165.97,167.71,42131963,164.72,0.0,1.0,0.4
2021-03-27,169.11,170.81,167.37,167.63,33993936,166.43,0.0,1.0,-0.05
2021-03-28,167.66,168.76,166.9,168.42,6290231,168.14,0.0,1.0,0.47
2021-03-29,169.85,170.74,169.61,170.17,44847120,166.89,0.0,1.0,1.04
2021-03-30,170.37,172.02,168.79,171.9,43784459,170.56,0.0,1.0,1.02
2021-03-31,172.59,174.49,171.86,172.0,15959781,174.37,0.0,1.0,0.06
2021-04-01,172.4,173.83,171.67,172.65,7538887,174.44,0.0,1.0,0.38
2021-04-02,173.97,175.9,173.39,174.7,48116868,171.95,0.0,1.0,1.19
2021-04-03,175.99,177.48,175.17,175.76,14148067,173.56,0.0,1.0,0.61
2021-04-04,175.59,177.15,174.16,174.48,28814634,171.31,0.0,1.0,-0.73
2021-04-05,172.97,174.75,172.06,173.65,34836126,171.11,0.0,1.0,-0.48
2021-04-06,171.84,173.71,170.16,171.87,35113643,173.8,0.0,1.0,-1.03
2021-04-07,170.56,172.19,170.35,171.56,41678760,174.19,0.0,1.0,-0.18
2021-04-08,173.48,175.31,171.96,172.88,24008864,176.13,0.0,1.0,0.77
2021-04-09,172.53,173.93,171.03,171.9,48076486,172.23,0.0,1.0,-0.57
2021-04-10,172.11,172.54,171.69,172.3,47077704,171.23,0.0,1.0,0.23
2021-04-11,172.9,174.82,171.89,173.92,22634649,175.38,0.0,1.0,0.94
2021-04-12,174.25,176.14,172.83,175.06,36829610,173.56,0.0,1.0,0.66
2021-04-13,175.15,175.2,174.86,175.09,14415224,173.46,0.0,1.0,0.02
2021-04-14,175.82,176.11,175.7,176.02,14690268,177.81,0.0,1.0,0.53
2021-04-15,174.43,176.17,172.95,175.73,44427450,176.16,0.0,1.0,-0.16
2021-04-16,176.93,177.51,175.6,177.37,27008352,176.78,0.0,1.0,0.93
2021-04-17,179.23,179.34,177.74,178.06,30733511,180.41,0.0,1.0,0.39
2021-04-18,178.65,180.16,177.56,179.13,49648189,182.46,0.0,1.0,0.6
2021-04-19,179.86,180.23,179.51,179.88,26313344,176.57,0.0,1.0,0.42
2021-04-20,178.52,180.21,178.51,179.3,11388834,176.0,0.0,1.0,-0.32
2021-04-21,180.39,181.64,178.7,179.59,39431702,179.95,0.0,1.0,0.16
2021-04-22,179.69,181.6,178.65,180.97,11695172,180.36,0.0,1.0,0.77
2021-04-23,179.85,180.28,179.19,179.58,15659614,182.81,0.0,1.0,-0.77
2021-04-24,179.83,181.33,178.53,178.85,24220156,178.46,0.0,1.0,-0.41
2021-04-25,179.33,181.25,177.96,179.02,8608402,178.2,0.0,1.0,0.1
2021-04-26,180.67,182.31,179.92,181.84,30900817,181.74,0.0,1.0,1.58
2021-04-27,181.12,181.28,180.93,181.27,37102879,181.51,0.0,1.0,-0.31
2021-04-28,181.79,182.22,180.42,181.92,14796211,182.19,0.0,1.0,0.36
2021-04-29,183.02,184.31,181.14,183.51,11318295,180.01,0.0,1.0,0.87
2021-04-30,181.8,182.16,181.3,181.36,16277039,184.34,0.0,1.0,-1.17
2021-05-01,180.98,181.61,180.2,180.37,1395870,181.39,0.0,1.0,-0.55
2021-05-02,180.71,182.11,180.56,182.0,8122635,180.47,0.0,1.0,0.9
2021-05-03,181.13,182.98,180.37,182.52,3068238,182.33,0.0,1.0,0.29
2021-05-04,182.08,183.67,180.99,183.56,10668745,182.08,0.0,1.0,0.57
2021-05-05,185.03,186.33,183.12,183.16,38250100,180.53,0.0,1.0,-0.22
2021-05-06,182.74,183.84,182.57,182.84,49716830,181.7,0.0,1.0,-0.17
2021-05-07,182.89,183.21,182.45,183.08,14041011,180.26,0.0,1.0,0.13
2021-05-08,181.3,182.8,179.32,181.23,44263374,181.59,0.0,1.0,-1.01
2021-05-09,179.62,181.07,178.65,179.45,9604372,180.68,0.0,1.0,-0.98
2021-05-10,177.73,178.12,176.76,177.21,45253078,175.83,0.0,1.0,-1.25
2021-05-11,176.67,177.3,175.81,175.82,17520533,177.83,0.0,1.0,-0.78
2021-05-12,174.93,175.65,173.57,174.26,33209165,174.0,0.0,1.0,-0.89
2021-05-13,174.47,174.82,173.26,174.57,10395352,177.3,0.0,1.0,0.18
2021-05-14,175.08,176.53,173.3,176.04,43387736,172.74,0.0,1.0,0.84
2021-05-15,176.4,178.21,175.3,176.88,37217118,176.68,0.0,1.0,0.48
2021-05-16,175.77,177.31,174.3,175.18,32185565,175.19,0.0,1.0,-0.96
2021-05-17,173.22,173.7,171.29,173.66,46913311,171.34,0.0,1.0,-0.87
2021-05-18,172.38,174.28,171.06,174.18,33447364,177.24,0.0,1.0,0.3
2021-05-19,173.11,173.64,172.64,173.31,35754689,176.14,0.0,1.0,-0.5
2021-05-20,173.13,173.22,171.17,171.83,48226940,175.05,0.0,1.0,-0.85
2021-05-21,172.8,173.96,171.66,172.53,26401947,171.6,0.0,1.0,0.41
2021-05-22,172.6,173.35,170.79,172.11,24682584,174.29,0.0,1.0,-0.24
2021-05-23,173.66,173.67,171.9,172.68,16434419,169.76,0.0,1.0,0.33
2021-05-24,171.43,172.15,170.0,170.25,16458280,169.67,0.0,1.0,-1.41
2021-05-25,170.95,171.91,169.77,171.16,28574979,167.89,0.0,1.0,0.53
2021-05-26,169.8,171.06,169.72,170.49,4752191,168.21,0.0,1.0,-0.39
2021-05-27,170.11,172.05,168.83,171.66,49853529,172.77,0.0,1.0,0.69
2021-05-28,171.46,173.45,169.73,170.36,28566096,171.05,0.0,1.0,-0.76
2021-05-29,169.09,170.41,168.56,169.9,23996279,172.77,0.0,1.0,-0.27
2021-05-30,169.41,169.67,169.38,169.53,34846994,170.78,0.0,1.0,-0.22
2021-05-31,168.24,170.04,167.04,169.67,36663660,169.69,0.0,1.0,0.08
2021-06-01,168.19,169.4,166.53,169.1,46537347,170.11,0.0,1.0,-0.34
2021-06-02,167.27,168.33,166.81,168.03,26584348,167.03,0.0,1.0,-0.63
2021-06-03,169.38,170.53,168.53,169.04,16603675,171.81,0.0,1.0,0.6
2021-06-04,169.21,169.73,169.2,169.59,1477417,170.12,0.0,4.0,0.33
2021-06-05,168.41,170.02,167.59,167.85,29593180,168.87,0.0,1.0,-1.03
2021-06-06,167.54,168.27,166.99,167.86,14669650,167.28,0.0,1.0,0.01
2021-06-07,167.34,168.45,166.83,167.33,24109360,169.17,0.0,1.0,-0.32
2021-06-08,168.79,169.03,168.33,168.88,11857886,166.18,0.0,1.0,0.93
2021-06-09,170.08,171.31,168.71,168.85,27112305,171.99,0.27,1.0,-0.02
2021-06-10,170.55,171.42,170.42,170.64,6371375,171.38,0.0,1.0,1.06
2021-06-11,170.24,171.55,169.67,171.48,4856278,174.54,0.0,1.0,0.49
2021-06-12,171.24,171.64,169.93,171.3,20193572,169.21,0.0,1.0,-0.1
2021-06-13,172.09,173.32,170.74,171.67,44957589,168.24,0.0,1.0,0.22
2021-06-14,172.79,173.5,172.0,172.88,35745124,169.53,0.0,1.0,0.7
2021-06-15,173.08,174.53,171.96,173.46,24318658,176.67,0.0,1.0,0.34
2021-06-16,172.24,174.1,171.09,171.88,28322342,171.92,0.0,1.0,-0.91
2021-06-17,171.24,171.47,170.21,170.53,37098085,172.67,0.0,1.0,-0.79
2021-06-18,172.39,173.52,170.85,172.87,31792796,174.13,0.0,1.0,1.37
2021-06-19,172.8,173.32,172.03,173.05,15789607,174.27,0.0,1.0,0.1
2021-06-20,174.87,175.9,174.85,175.72,17660286,174.22,0.0,1.0,1.54
2021-06-21,175.09,176.2,174.73,175.19,15667724,177.95,0.0,1.0,-0.3
2021-06-22,175.92,177.74,174.92,175.48,17244137,178.1,0.0,1.0,0.17
2021-06-23,174.48,175.72,174.17,174.34,6267211,175.57,0.0,1.0,-0.65
2021-06-24,175.4,176.48,175.32,175.88,42652289,174.58,0.0,1.0,0.88
2021-06-25,176.18,176.73,175.81,176.51,35301597,174.96,0.0,1.0,0.36
2021-06-26,174.73,176.33,173.77,175.15,34720540,174.08,0.0,1.0,-0.77
2021-06-27,174.98,175.22,173.94,174.34,1564963,170.94,0.0,1.0,-0.46
2021-06-28,173.64,174.87,173.12,174.08,16914139,172.47,0.0,1.0,-0.15
2021-06-29,172.82,173.67,171.98,173.25,25499968,175.71,0.0,1.0,-0.48
2021-06-30,171.77,172.92,171.31,171.47,19115977,173.56,0.0,1.0,-1.03
2021-07-01,170.25,171.85,168.77,170.23,1653794,168.03,0.0,1.0,-0.72
2021-07-02,171.63,172.66,170.19,172.13,21134953,170.42,0.0,1.0,1.12
2021-07-03,170.53,170.86,170.1,170.29,43269337,167.54,0.0,1.0,-1.07
2021-07-04,169.73,170.84,168.11,169.05,28632806,166.49,0.0,1.0,-0.73
2021-07-05,167.85,169.0,166.55,166.98,20099768,166.01,0.0,1.0,-1.22
2021-07-06,167.93,169.71,167.17,167.9,43393487,170.97,0.0,1.0,0.55
2021-07-07,169.61,170.45,168.39,169.22,5787820,166.37,0.0,1.0,0.79
2021-07-08,169.83,171.25,168.62,169.66,30856625,171.57,0.0,1.0,0.26
2021-07-09,169.74,170.64,169.41,170.46,9391286,172.01,0.0,1.0,0.47
2021-07-10,171.26,171.42,170.93,170.98,5281035,173.97,0.0,1.0,0.31
2021-07-11,172.06,173.11,170.07,170.39,42480134,168.04,0.0,1.0,-0.35
2021-07-12,169.63,170.12,169.06,169.72,9809857,169.9,0.0,1.0,-0.39
2021-07-13,169.15,170.98,167.42,169.08,37277988,172.02,0.0,1.0,-0.38
2021-07-14,170.87,171.95,169.69,170.72,43671247,173.3,0.0,1.0,0.97
2021-07-15,170.86,172.68,169.9,170.53,7009868,170.13,0.0,1.0,-0.11
2021-07-16,169.74,169.74,168.11,169.49,24077726,168.04,0.0,1.0,-0.61
2021-07-17,169.46,170.97,168.86,170.48,20657703,171.14,0.0,1.0,0.58
2021-07-18,169.23,170.99,168.36,169.02,48978675,170.62,0.0,1.0,-0.86
2021-07-19,168.07,168.91,167.59,168.6,42152243,170.67,0.0,1.0,-0.25
2021-07-20,169.57,171.19,168.74,170.83,13241138,168.35,0.0,1.0,1.32
2021-07-21,170.64,172.04,169.66,170.42,11210567,167.35,0.0,1.0,-0.24
2021-07-22,168.83,169.37,167.4,168.83,16623648,166.06,0.51,1.0,-0.93
2021-07-23,169.97,170.97,169.23,170.44,3129842,169.28,0.0,1.0,0.95
2021-07-24,168.66,170.21,168.52,169.31,13897806,171.99,0.0,1.0,-0.66
2021-07-25,167.36,169.31,165.93,167.23,30726605,165.54,0.0,1.0,-1.23
2021-07-26,168.17,168.36,166.84,167.16,27113599,168.37,0.0,1.0,-0.04
2021-07-27,167.68,167.76,165.81,166.83,17999530,166.7,0.0,1.0,-0.2
2021-07-28,165.04,166.37,163.09,163.86,30136095,162.71,0.0,1.0,-1.78
2021-07-29,162.34,163.92,162.32,162.39,47355542,162.23,0.0,1.0,-0.9
2021-07-30,160.75,161.07,160.57,160.88,42951920,158.05,0.0,1.0,-0.93
2021-07-31,161.03,161.24,160.05,160.43,38470263,162.28,0.0,1.0,-0.28
2021-08-01,160.18,160.57,158.8,159.43,10041723,157.84,0.0,1.0,-0.62
2021-08-02,159.67,160.76,158.69,159.86,37481757,158.89,0.0,1.0,0.27
2021-08-03,161.19,163.02,160.08,160.28,11403583,159.96,0.0,1.0,0.26
2021-08-04,160.1,161.65,159.09,160.97,2256268,161.74,0.0,1.0,0.43
2021-08-05,160.25,160.38,158.32,160.01,13741923,160.16,0.0,1.0,-0.6
2021-08-06,160.46,161.11,159.18,159.39,36111393,160.4,0.0,1.0,-0.39
2021-08-07,158.1,158.16,157.89,157.94,3135212,158.39,0.0,1.0,-0.91
2021-08-08,158.04,159.44,157.53,158.23,41664859,159.61,1.85,1.0,0.18
2021-08-09,159.94,161.6,159.0,160.66,25221337,161.03,0.0,1.0,1.54
2021-08-10,160.14,161.56,158.49,159.31,3728186,160.8,0.0,1.0,-0.84
2021-08-11,158.17,159.21,157.97,158.26,26859131,156.29,0.0,1.0,-0.66
2021-08-12,158.76,159.12,157.26,158.03,8080936,159.71,0.0,1.0,-0.15
2021-08-13,158.84,159.69,158.63,159.47,37907557,158.84,0.0,1.0,0.91
2021-08-14,161.46,162.35,160.76,161.26,22787168,163.48,0.0,1.0,1.12
2021-08-15,162.56,163.21,162.08,162.7,26170056,164.43,0.0,1.0,0.89
2021-08-16,164.55,165.44,163.76,164.98,20091275,165.61,0.0,1.0,1.4
2021-08-17,164.19,164.79,163.75,164.64,2456354,166.43,0.0,1.0,-0.21
2021-08-18,166.32,167.34,165.18,166.41,7327502,163.33,0.0,1.0,1.08
2021-08-19,165.88,167.04,165.41,166.73,7167648,167.2,0.0,1.0,0.19
2021-08-20,165.04,165.69,164.07,164.86,47277943,166.2,0.0,1.0,-1.12
2021-08-21,165.43,165.5,163.81,164.45,4752909,167.23,0.0,1.0,-0.25
2021-08-22,164.19,166.05,163.95,165.57,44807269,167.88,0.0,1.0,0.68
2021-08-23,166.1,166.21,165.05,165.42,38910662,163.1,0.0,1.0,-0.09
2021-08-24,163.62,165.08,162.83,163.83,40938645,164.32,0.0,1.0,-0.96
2021-08-25,164.98,165.28,164.31,164.77,4309211,165.09,0.0,1.0,0.57
2021-08-26,164.51,165.91,162.99,164.39,14294838,164.31,0.0,1.0,-0.23
2021-08-27,164.85,166.32,164.36,164.5,29861222,163.34,0.0,1.0,0.07
2021-08-28,165.19,166.04,164.49,164.99,40854420,166.02,0.0,1.0,0.3
2021-08-29,164.39,166.03,162.78,164.81,30559000,161.81,0.0,1.0,-0.11
2021-08-30,164.31,165.83,162.6,162.96,4659984,161.29,0.0,1.0,-1.12
2021-08-31,164.29,164.87,163.6,164.62,21476125,164.29,0.5,1.0,1.02
2021-09-01,163.44,164.49,162.92,163.68,49984342,166.9,0.0,1.0,-0.57
2021-09-02,163.19,165.0,162.14,162.87,5033917,161.46,0.0,1.0,-0.49
2021-09-03,161.08,162.39,161.06,161.58,19207331,162.63,0.0,1.0,-0.79
2021-09-04,160.01,160.59,158.24,159.15,26548425,159.2,0.0,1.0,-1.5
2021-09-05,159.09,160.28,158.91,159.18,31734937,159.57,0.0,1.0,0.02
2021-09-06,160.87,161.48,159.89,161.07,2232939,160.08,0.0,1.0,1.19
2021-09-07,160.01,161.97,159.01,161.41,42996214,159.85,0.0,1.0,0.21
2021-09-08,163.37,165.26,161.47,162.32,23936880,164.9,0.0,1.0,0.56
2021-09-09,161.85,163.77,160.63,162.59,16262433,162.05,0.0,1.0,0.17
2021-09-10,161.84,163.05,160.94,161.22,44786698,158.89,0.0,1.0,-0.84
2021-09-11,162.67,163.29,161.26,162.32,10076641,161.87,0.0,1.0,0.68
2021-09-12,162.94,164.07,162.62,162.72,36766443,165.64,0.0,1.0,0.25
2021-09-13,164.24,165.69,162.71,165.33,28785764,168.38,0.0,1.0,1.6
2021-09-14,166.62,167.89,165.14,165.56,13612010,162.96,0.0,1.0,0.14
2021-09-15,166.01,166.54,164.88,165.26,16581506,163.48,0.25,1.0,-0.18
2021-09-16,163.8,165.49,162.86,164.57,13346452,166.89,0.0,1.0,-0.42
2021-09-17,163.34,163.4,161.81,161.83,19109910,164.74,0.0,1.0,-1.66
2021-09-18,160.64,161.05,160.29,161.02,30479930,163.38,0.0,1.0,-0.5
2021-09-19,160.85,161.34,160.04,160.09,26526478,161.5,0.0,1.0,-0.58
2021-09-20,160.38,161.45,159.1,160.75,3584494,160.88,0.0,1.0,0.41
2021-09-21,158.92,160.91,157.88,159.08,3634131,159.45,0.0,1.0,-1.04
2021-09-22,157.28,157.86,156.48,156.9,20187403,156.66,0.0,1.0,-1.37
2021-09-23,155.12,156.15,154.84,155.93,31312945,153.38,0.0,1.0,-0.62
2021-09-24,156.27,158.06,155.18,156.31,22707095,156.0,0.0,1.0,0.24
2021-09-25,157.16,157.56,156.25,156.58,47420370,157.51,0.0,1.0,0.17
2021-09-26,157.51,157.69,156.1,157.11,6724825,157.26,0.0,1.0,0.34
2021-09-27,157.16,159.06,156.4,157.41,12467896,160.01,0.0,1.0,0.19
2021-09-28,156.01,157.75,155.65,157.15,29157650,155.94,0.0,1.0,-0.17
2021-09-29,156.31,156.67,154.51,156.58,1237088,157.35,0.0,1.0,-0.36
2021-09-30,158.0,159.09,157.99,158.96,16963746,157.16,0.0,1.0,1.52
